model_name,probability_mode,split,threshold,macro_net_benefit,macro_treat_all_net_benefit,macro_treat_none_net_benefit,macro_net_benefit_vs_treat_all,macro_net_benefit_vs_treat_none,analysis_subset
gated_fusion_mlp,temperature_scaled,test,0.13,0.2030014588607802,0.12952459456100066,0.0,0.07347686429977954,0.2030014588607802,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.14,0.20122830935394634,0.11940278752101227,0.0,0.08182552183293407,0.20122830935394634,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.15,0.19942415213097192,0.10904282031537713,0.0,0.09038133181559478,0.19942415213097192,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.16,0.19796189392091496,0.09843618722389352,0.0,0.09952570669702146,0.19796189392091496,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.17,0.1960721657260802,0.0875739726121332,0.0,0.108498193113947,0.1960721657260802,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.18,0.1941391229507059,0.07644682593667144,0.0,0.11769229701403446,0.1941391229507059,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.19,0.1925911872791023,0.06504493489885257,0.0,0.12754625238024972,0.1925911872791023,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.2,0.19114968696642004,0.05335799658508822,0.0,0.13779169038133182,0.19114968696642004,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.21,0.19033882552970757,0.04137518641527922,0.0,0.14896363911442836,0.19033882552970757,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.22,0.18955970987843496,0.029085124702654563,0.0,0.16047458517578042,0.18955970987843496,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.23,0.18815424757371257,0.016475840607883867,0.0,0.1716784069658287,0.18815424757371257,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.24,0.18628643321451038,0.0035347332474612914,0.0,0.1827516999670491,0.18628643321451038,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.25,0.185088218554354,-0.009751470309239224,0.0,0.19483968886359324,0.185088218554354,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.26,0.18336538017812917,-0.023396760448553294,0.0,0.20676214062668247,0.18336538017812917,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.27,0.182413983985779,-0.037415894153328015,0.0,0.21982987813910704,0.182413983985779,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.28,0.1816100676658446,-0.05182444823879091,0.0,0.23343451590463546,0.1816100676658446,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.29,0.17993699247276487,-0.06663887708722453,0.0,0.24657586955998942,0.17993699247276487,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.3,0.17897390031709898,-0.08187657533132778,0.0,0.2608504756484267,0.17897390031709898,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.31,0.17834418021495796,-0.09755594598830357,0.0,0.27590012620326154,0.17834418021495796,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.32,0.17720713783521375,-0.11369647460577861,0.0,0.2909036124409924,0.17720713783521375,retained_80_coverage
gated_fusion_mlp,temperature_scaled,test,0.33,0.1760276590864686,-0.13031881004765594,0.0,0.30634646913412455,0.1760276590864686,retained_80_coverage
