model_name,probability_mode,split,threshold,macro_net_benefit,macro_treat_all_net_benefit,macro_treat_none_net_benefit,macro_net_benefit_vs_treat_all,macro_net_benefit_vs_treat_none
structured_mlp,temperature_scaled,test,0.35,0.15455309022188002,-0.1476167144956954,0.0,0.30216980471757543,0.15455309022188002
structured_mlp,temperature_scaled,test,0.36,0.1523487261146497,-0.16554822565969063,0.0,0.3178969517743403,0.1523487261146497
structured_mlp,temperature_scaled,test,0.37,0.15093519361035285,-0.18404899114635243,0.0,0.33498418475670527,0.15093519361035285
structured_mlp,temperature_scaled,test,0.38,0.14971381607913353,-0.20314655551968067,0.0,0.3528603715988142,0.14971381607913353
structured_mlp,temperature_scaled,test,0.39,0.14668476558421217,-0.2228702695445935,0.0,0.3695550351288056,0.14668476558421217
structured_mlp,temperature_scaled,test,0.4,0.1451319381255687,-0.2432514407036701,0.0,0.3883833788292388,0.1451319381255687
structured_mlp,temperature_scaled,test,0.41,0.14264739902222362,-0.2643234990206812,0.0,0.40697089804290487,0.14264739902222362
structured_mlp,temperature_scaled,test,0.42,0.14130400677732108,-0.2861221800382793,0.0,0.4274261868156003,0.14130400677732108
structured_mlp,temperature_scaled,test,0.43,0.13911530418402696,-0.30868572705649466,0.0,0.4478010312405217,0.13911530418402696
structured_mlp,temperature_scaled,test,0.44,0.1369621734043936,-0.3320551150396464,0.0,0.46901728844404006,0.1369621734043936
structured_mlp,temperature_scaled,test,0.45,0.13471751178757546,-0.35627429894945817,0.0,0.4909918107370336,0.13471751178757546
structured_mlp,temperature_scaled,test,0.46,0.13314123951066628,-0.3813904896707445,0.0,0.5145317291814108,0.13314123951066628
structured_mlp,temperature_scaled,test,0.47,0.13106426082029976,-0.407454461173966,0.0,0.5385187219942658,0.13106426082029976
structured_mlp,temperature_scaled,test,0.48,0.1300552950234479,-0.4345208931196193,0.0,0.5645761881430671,0.1300552950234479
structured_mlp,temperature_scaled,test,0.49,0.12722796124819355,-0.46264875376902354,0.0,0.5898767150172171,0.12722796124819355
structured_mlp,temperature_scaled,test,0.5,0.12538671519563238,-0.49190172884440403,0.0,0.6172884440400364,0.12538671519563238
