model_name,label,feature_name,feature_group,mean_abs_attribution,rank
structured_mlp,CD,S_Amp_V2,amplitude,0.1735855489969253,9
structured_mlp,CD,PR_Int_V1,interval,0.1658906936645507,10
structured_mlp,CD,PQ_Int_V1,interval,0.1534837633371353,11
structured_mlp,CD,R_Amp_aVR,amplitude,0.1397225260734558,12
structured_mlp,CD,QRS_Dur_III,duration,0.1306740790605545,13
structured_mlp,CD,P_Dur_Global,duration,0.128446564078331,14
structured_mlp,CD,QRS_Dur_I_iqr,duration,0.1281146705150604,15
structured_mlp,CD,S_Amp_V2_iqr,amplitude,0.1269101351499557,16
structured_mlp,CD,PQ_Int_V2,interval,0.1256230175495147,17
structured_mlp,CD,QRS_Dur_aVF,duration,0.1179399415850639,18
structured_mlp,CD,R_Amp_V2,amplitude,0.1152355447411537,19
structured_mlp,CD,S_Amp_V6,amplitude,0.114097736775875,20
structured_mlp,CD,S_Amp_III,amplitude,0.1116437017917633,21
structured_mlp,CD,T_Amp_V1,amplitude,0.1098988354206085,22
structured_mlp,CD,QRS_Dur_aVL,duration,0.1061120703816413,23
structured_mlp,CD,P_DurFull_V3_iqr,duration,0.1041144207119941,24
structured_mlp,CD,R_Amp_aVF,amplitude,0.1031941249966621,25
structured_mlp,CD,R_Amp_I,amplitude,0.1026841700077056,26
structured_mlp,CD,PQ_Int_II,interval,0.1017533540725708,27
structured_mlp,CD,ST_Elev_V1,lead-specific measurement,0.1013714149594307,28
structured_mlp,CD,QRS_Dur_aVR_iqr,duration,0.1008629873394966,29
structured_mlp,CD,T_Amp_aVF_iqr,amplitude,0.1000162661075592,30
structured_mlp,CD,Q_Amp_V2,amplitude,0.0952045023441314,31
structured_mlp,CD,QRS_Dur_V5,duration,0.0941589996218681,32
structured_mlp,CD,HA__Global,other,0.0935993418097496,33
structured_mlp,CD,R_Amp_V6,amplitude,0.0929294526576995,34
structured_mlp,CD,QRS_Dur_Global,duration,0.0929261371493339,35
structured_mlp,CD,T_Dur_Global,duration,0.0929110422730445,36
structured_mlp,CD,T_DurFull_V4,duration,0.0916099473834037,37
structured_mlp,CD,P_DurFull_V5_iqr,duration,0.0901943072676658,38
structured_mlp,CD,P_Amp_III_iqr,amplitude,0.0900298729538917,39
structured_mlp,CD,P_DurFull_V4,duration,0.0888970270752906,40
structured_mlp,CD,QRS_Dur_V3,duration,0.0878740772604942,41
structured_mlp,CD,T_DurFull_II_iqr,duration,0.0799158588051796,42
structured_mlp,CD,QRS_Dur_V6_iqr,duration,0.0795586332678794,43
structured_mlp,CD,S_Amp_aVF,amplitude,0.0785732343792915,44
structured_mlp,CD,P_DurFull_V2,duration,0.0775192901492118,45
structured_mlp,CD,T_DurFull_V2,duration,0.0773105844855308,46
structured_mlp,CD,QT_Int_V5,interval,0.0767297744750976,47
structured_mlp,CD,RR_Mean_Global,rate / rhythm,0.0756051465868949,48
structured_mlp,CD,Q_Amp_aVF,amplitude,0.0744385793805122,49
structured_mlp,CD,PQ_Int_I,interval,0.0741629526019096,50
structured_mlp,HYP,R_Amp_V5,amplitude,0.2845695912837982,1
structured_mlp,HYP,R_Amp_V6,amplitude,0.2188705950975418,2
structured_mlp,HYP,R_Amp_aVL,amplitude,0.1718273162841797,3
structured_mlp,HYP,R_Amp_I,amplitude,0.1639830619096756,4
structured_mlp,HYP,T_Amp_aVR,amplitude,0.1323273926973343,5
structured_mlp,HYP,HA__Global,other,0.1187904551625251,6
structured_mlp,HYP,R_Amp_V1,amplitude,0.1125309392809867,7
structured_mlp,HYP,S_Amp_V4_iqr,amplitude,0.1070569083094596,8
structured_mlp,HYP,PQ_Int_V1,interval,0.1038464829325676,9
structured_mlp,HYP,R_Amp_V4,amplitude,0.1019801720976829,10
structured_mlp,HYP,R_Amp_III,amplitude,0.1007197722792625,11
structured_mlp,HYP,P_Amp_aVL_iqr,amplitude,0.1004364192485809,12
structured_mlp,HYP,S_Amp_III,amplitude,0.0974092483520507,13
structured_mlp,HYP,P_Morph_V2,morphology,0.0968010947108268,14
structured_mlp,HYP,R_Amp_II,amplitude,0.0946936011314392,15
structured_mlp,HYP,PQ_Int_I,interval,0.0886672064661979,16
structured_mlp,HYP,T_Amp_V2,amplitude,0.0869603753089904,17
structured_mlp,HYP,Q_Amp_V3,amplitude,0.0862812474370002,18
structured_mlp,HYP,PQ_Int_III,interval,0.0860209167003631,19
structured_mlp,HYP,T_DurFull_aVL_iqr,duration,0.0841524824500083,20
structured_mlp,HYP,PQ_Int_V2,interval,0.0837636366486549,21
structured_mlp,HYP,Q_Amp_aVL,amplitude,0.0831721797585487,22
structured_mlp,HYP,R_Amp_aVF,amplitude,0.0831283628940582,23
structured_mlp,HYP,QT_IntCorr_V2,rate / rhythm,0.0815882533788681,24
structured_mlp,HYP,P_Amp_II,amplitude,0.0797496810555458,25
structured_mlp,HYP,Q_Amp_II,amplitude,0.0790674462914466,26
structured_mlp,HYP,S_Amp_V2,amplitude,0.0774932876229286,27
structured_mlp,HYP,R_Amp_aVR,amplitude,0.0769871696829795,28
structured_mlp,HYP,QRS_Dur_Global,duration,0.0742072761058807,29
structured_mlp,HYP,PR_Int_V1,interval,0.0740571469068527,30
structured_mlp,HYP,QT_Int_Global_iqr,interval,0.07394390553236,31
structured_mlp,HYP,P_Dur_Global,duration,0.0726037099957466,32
structured_mlp,HYP,QRS_Dur_V1_iqr,duration,0.0715129673480987,33
structured_mlp,HYP,R_Amp_V3,amplitude,0.0713256523013114,34
structured_mlp,HYP,T_Amp_V6,amplitude,0.0704285874962806,35
structured_mlp,HYP,T_Dur_Global,duration,0.0692624300718307,36
structured_mlp,HYP,QRS_Dur_aVR_iqr,duration,0.0683375969529151,37
structured_mlp,HYP,PQ_Int_Global,interval,0.0667797774076461,38
structured_mlp,HYP,T_DurFull_V6,duration,0.0655284896492958,39
structured_mlp,HYP,T_DurFull_II_iqr,duration,0.0652399584650993,40
structured_mlp,HYP,QRS_Dur_I,duration,0.0651232898235321,41
structured_mlp,HYP,S_Amp_V1,amplitude,0.0651056692004203,42
structured_mlp,HYP,QRS_Dur_V1,duration,0.0645193234086036,43
structured_mlp,HYP,P_Amp_aVF,amplitude,0.0640301927924156,44
structured_mlp,HYP,S_Amp_aVL_iqr,amplitude,0.0639729425311088,45
structured_mlp,HYP,Q_Amp_V2,amplitude,0.0638998299837112,46
structured_mlp,HYP,T_Amp_aVF_iqr,amplitude,0.0630000308156013,47
structured_mlp,HYP,Q_Amp_III,amplitude,0.0625444501638412,48
structured_mlp,HYP,T_DurFull_V5,duration,0.0623402930796146,49
structured_mlp,HYP,QRS_Dur_V5,duration,0.0622648485004901,50
fair_concat_mlp,NORM,R_Amp_V5,amplitude,0.0736059322953224,1
fair_concat_mlp,NORM,T_Amp_V2,amplitude,0.0601313821971416,2
fair_concat_mlp,NORM,R_Amp_V6,amplitude,0.0601192750036716,3
fair_concat_mlp,NORM,R_Amp_aVL,amplitude,0.0519285090267658,4
fair_concat_mlp,NORM,QRS_Dur_Global_iqr,duration,0.048205193132162,5
fair_concat_mlp,NORM,S_Amp_III,amplitude,0.047409426420927,6
fair_concat_mlp,NORM,P_Amp_aVL_iqr,amplitude,0.0456562750041484,7
fair_concat_mlp,NORM,QRS_Dur_V1,duration,0.0451203733682632,8
fair_concat_mlp,NORM,QRS_Dur_aVR_iqr,duration,0.0441297106444835,9
fair_concat_mlp,NORM,P_Morph_V2_iqr,morphology,0.0401658602058887,10
fair_concat_mlp,NORM,PQ_Int_aVF,interval,0.0384496562182903,11
fair_concat_mlp,NORM,P_DurFull_III,duration,0.0370976962149143,12
fair_concat_mlp,NORM,HA__Global,other,0.0361519530415535,13
fair_concat_mlp,NORM,R_Amp_I,amplitude,0.0359636545181274,14
fair_concat_mlp,NORM,QT_IntCorr_V3,rate / rhythm,0.0354672186076641,15
fair_concat_mlp,NORM,R_Amp_V1,amplitude,0.0352753698825836,16
fair_concat_mlp,NORM,R_Amp_III,amplitude,0.0340187773108482,17
fair_concat_mlp,NORM,R_Amp_V4,amplitude,0.032814797013998,18
fair_concat_mlp,NORM,R_Amp_V3,amplitude,0.0327716358006,19
fair_concat_mlp,NORM,P_Amp_aVF,amplitude,0.0318850688636302,20
fair_concat_mlp,NORM,T_Amp_aVF_iqr,amplitude,0.0318383648991584,21
fair_concat_mlp,NORM,T_Amp_aVL_iqr,amplitude,0.031686708331108,22
fair_concat_mlp,NORM,QRS_Dur_III_iqr,duration,0.0312256440520286,23
fair_concat_mlp,NORM,S_Amp_III_iqr,amplitude,0.0307107549160718,24
fair_concat_mlp,NORM,T_Amp_aVR,amplitude,0.0303542595356702,25
fair_concat_mlp,NORM,P_DurFull_V3_iqr,duration,0.0302286501973867,26
fair_concat_mlp,NORM,P_Amp_V4,amplitude,0.029773449525237,27
fair_concat_mlp,NORM,S_Amp_V3_iqr,amplitude,0.0291563849896192,28
fair_concat_mlp,NORM,P_DurFull_V1,duration,0.0262871962040662,29
fair_concat_mlp,NORM,T_Amp_V4,amplitude,0.0259467158466577,30
fair_concat_mlp,NORM,QRS_Dur_V1_iqr,duration,0.0254068374633789,31
fair_concat_mlp,NORM,P_Amp_III,amplitude,0.025391524657607,32
fair_concat_mlp,NORM,S_Amp_V4_iqr,amplitude,0.0249470528215169,33
fair_concat_mlp,NORM,PQ_Int_I,interval,0.0245414804667234,34
fair_concat_mlp,NORM,P_Amp_aVF_iqr,amplitude,0.0244307834655046,35
fair_concat_mlp,NORM,ST_Elev_V2,lead-specific measurement,0.0242931768298149,36
fair_concat_mlp,NORM,QT_IntCorr_V4,rate / rhythm,0.023965673521161,37
fair_concat_mlp,NORM,T_Amp_V3,amplitude,0.023475369438529,38
fair_concat_mlp,NORM,Q_Amp_V4_iqr,amplitude,0.0229921992868185,39
fair_concat_mlp,NORM,QRS_Dur_V6_iqr,duration,0.022650359198451,40
fair_concat_mlp,NORM,Q_Amp_aVL_iqr,amplitude,0.0226359274238348,41
fair_concat_mlp,NORM,Q_Amp_V4,amplitude,0.02225330658257,42
fair_concat_mlp,NORM,QT_Int_V3,interval,0.0221944451332092,43
fair_concat_mlp,NORM,QT_Int_Global_iqr,interval,0.0219882652163505,44
fair_concat_mlp,NORM,PR_Int_aVF,interval,0.0219604540616273,45
fair_concat_mlp,NORM,QT_IntCorr_V3_iqr,rate / rhythm,0.0219340119510889,46
fair_concat_mlp,NORM,PR_Int_I,interval,0.0217618998140096,47
fair_concat_mlp,NORM,Q_Amp_V2_iqr,amplitude,0.0216550361365079,48
fair_concat_mlp,NORM,Q_Amp_aVF_iqr,amplitude,0.0214163158088922,49
fair_concat_mlp,NORM,QT_IntCorr_V6,rate / rhythm,0.0213324073702096,50
fair_concat_mlp,MI,P_Morph_V2_iqr,morphology,0.0475732125341892,1
fair_concat_mlp,MI,R_Amp_aVL_iqr,amplitude,0.0435331426560878,2
fair_concat_mlp,MI,QRS_Dur_V6_iqr,duration,0.0410838089883327,3
fair_concat_mlp,MI,R_Amp_V4_iqr,amplitude,0.0385001823306083,4
fair_concat_mlp,MI,Q_Amp_V2_iqr,amplitude,0.0383481308817863,5
fair_concat_mlp,MI,QRS_Dur_V4_iqr,duration,0.0376968793570995,6
fair_concat_mlp,MI,Q_Amp_aVL_iqr,amplitude,0.036990862339735,7
fair_concat_mlp,MI,QRS_Dur_I_iqr,duration,0.0368390530347824,8
fair_concat_mlp,MI,R_Amp_V5,amplitude,0.0352025665342807,9
fair_concat_mlp,MI,R_Amp_V6,amplitude,0.0347888357937336,10
fair_concat_mlp,MI,P_Amp_II_iqr,amplitude,0.0340243615210056,11
fair_concat_mlp,MI,Q_Amp_aVL,amplitude,0.0337747000157833,12
fair_concat_mlp,MI,ST_Elev_V5_iqr,lead-specific measurement,0.0325363166630268,13
fair_concat_mlp,MI,QRS_Dur_V1_iqr,duration,0.0319046191871166,14
fair_concat_mlp,MI,PQ_Int_aVF,interval,0.0318857617676258,15
fair_concat_mlp,MI,P_DurFull_I,duration,0.0316912420094013,16
fair_concat_mlp,MI,QT_Int_V5_iqr,interval,0.0312512926757335,17
fair_concat_mlp,MI,PR_Int_aVF,interval,0.0312199722975492,18
fair_concat_mlp,MI,P_Morph_aVL_iqr,morphology,0.031104763969779,19
fair_concat_mlp,MI,S_Amp_V2_iqr,amplitude,0.0303889065980911,20
fair_concat_mlp,MI,PQ_Int_III,interval,0.030190160498023,21
fair_concat_mlp,MI,QT_IntCorr_V3,rate / rhythm,0.0293301735073328,22
fair_concat_mlp,MI,T_Amp_V2,amplitude,0.0287983734160661,23
fair_concat_mlp,MI,R_Amp_V2,amplitude,0.0277646034955978,24
fair_concat_mlp,MI,QT_IntCorr_V4,rate / rhythm,0.0275894328951835,25
fair_concat_mlp,MI,S_Amp_III_iqr,amplitude,0.0273301880806684,26
fair_concat_mlp,MI,Q_Amp_III_iqr,amplitude,0.026857279241085,27
fair_concat_mlp,MI,QRS_Dur_V1,duration,0.0267766714096069,28
fair_concat_mlp,MI,QRS_Dur_III,duration,0.0266699399799108,29
fair_concat_mlp,MI,P_DurFull_V3,duration,0.0260770227760076,30
fair_concat_mlp,MI,QRS_Dur_aVR_iqr,duration,0.0256174448877573,31
fair_concat_mlp,MI,R_Amp_V1,amplitude,0.025539144873619,32
fair_concat_mlp,MI,Q_Amp_V1,amplitude,0.0245247036218643,33
fair_concat_mlp,MI,T_DurFull_aVL,duration,0.0243204087018966,34
fair_concat_mlp,MI,P_DurFull_V2,duration,0.023846173658967,35
fair_concat_mlp,MI,T_Amp_V2_iqr,amplitude,0.023788159713149,36
fair_concat_mlp,MI,R_Amp_V3,amplitude,0.0237021315842866,37
fair_concat_mlp,MI,Q_Amp_V2,amplitude,0.0231221839785575,38
fair_concat_mlp,MI,R_Amp_aVL,amplitude,0.0228341873735189,39
fair_concat_mlp,MI,Q_Amp_III,amplitude,0.0224628280848264,40
fair_concat_mlp,MI,Q_Amp_aVF_iqr,amplitude,0.0223036129027605,41
fair_concat_mlp,MI,PQ_Int_III_iqr,interval,0.0218878518790006,42
fair_concat_mlp,MI,P_DurFull_V1,duration,0.0213650930672884,43
fair_concat_mlp,MI,S_Amp_III,amplitude,0.0210051741451025,44
fair_concat_mlp,MI,PR_Int_V6,interval,0.020891660824418,45
fair_concat_mlp,MI,P_Amp_III,amplitude,0.0204332638531923,46
fair_concat_mlp,MI,PR_Int_I_iqr,interval,0.0203343536704778,47
fair_concat_mlp,MI,P_DurFull_II,duration,0.0202822107821702,48
fair_concat_mlp,MI,PQ_Int_V2,interval,0.0199576150625944,49
fair_concat_mlp,MI,PR_Int_III_iqr,interval,0.0198518317192792,50
fair_concat_mlp,STTC,T_Amp_V2,amplitude,0.0542076714336872,1
fair_concat_mlp,STTC,P_Morph_V2_iqr,morphology,0.0531384050846099,2
fair_concat_mlp,STTC,P_DurFull_V3_iqr,duration,0.0437254048883914,3
fair_concat_mlp,STTC,R_Amp_V5,amplitude,0.0390447527170181,4
fair_concat_mlp,STTC,P_Amp_III_iqr,amplitude,0.0382014438509941,5
fair_concat_mlp,STTC,R_Amp_V6,amplitude,0.0378410927951335,6
fair_concat_mlp,STTC,QRS_Dur_III_iqr,duration,0.0377819463610649,7
fair_concat_mlp,STTC,T_Amp_aVF_iqr,amplitude,0.0377717390656471,8
fair_concat_mlp,STTC,T_DurFull_aVL_iqr,duration,0.0369914770126342,9
fair_concat_mlp,STTC,P_DurFull_III,duration,0.0355249755084514,10
fair_concat_mlp,STTC,Q_Amp_V3,amplitude,0.0331295430660247,11
fair_concat_mlp,STTC,PQ_Int_aVF,interval,0.0330381356179714,12
fair_concat_mlp,STTC,P_Morph_III_iqr,morphology,0.0324917808175087,13
fair_concat_mlp,STTC,S_Amp_V2_iqr,amplitude,0.032006599009037,14
fair_concat_mlp,STTC,Q_Amp_aVL_iqr,amplitude,0.029631070792675,15
fair_concat_mlp,STTC,QRS_Dur_Global_iqr,duration,0.0288939047604799,16
fair_concat_mlp,STTC,T_DurFull_V2_iqr,duration,0.0285784509032964,17
fair_concat_mlp,STTC,HA__Global,other,0.027681952342391,18
fair_concat_mlp,STTC,QT_IntCorr_V6,rate / rhythm,0.0269714724272489,19
fair_concat_mlp,STTC,QRS_Dur_aVR_iqr,duration,0.0268143136054277,20
fair_concat_mlp,STTC,T_Amp_V3,amplitude,0.026545912027359,21
