model_name,probability_mode,uncertainty_score,coverage,retained_fraction,referred_fraction,retained_macro_auroc,retained_macro_f1,retained_brier,retained_ece,interpretation,metric,metric_estimate,ci_lower,ci_upper,split,cutoff_source,referral_fraction
strong_signal_only,temperature_scaled,entropy_macro,0.8,0.7989080982711556,0.2010919017288444,0.9237220935255468,0.7419589860586825,0.0735339788972578,0.0255528653944518,"At 80% coverage, the model retains the 80% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 20% for clinician review.",retained_brier,0.0735339788972578,0.0686983409658373,0.078108111958062,test,validation,0.2010919017288444
strong_signal_only,temperature_scaled,entropy_macro,0.8,0.7989080982711556,0.2010919017288444,0.9237220935255468,0.7419589860586825,0.0735339788972578,0.0255528653944518,"At 80% coverage, the model retains the 80% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 20% for clinician review.",retained_ece,0.0255528653944518,0.0252427433538503,0.0350752651395186,test,validation,0.2010919017288444
strong_signal_only,temperature_scaled,entropy_macro,0.7,0.6897179253867152,0.3102820746132848,0.9286957803672652,0.7535471277150417,0.0646473976169799,0.0202857485388784,"At 70% coverage, the model retains the 70% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 30% for clinician review.",retained_macro_auroc,0.9286957803672652,0.9187745207911464,0.93800677152914,test,validation,0.3102820746132848
strong_signal_only,temperature_scaled,entropy_macro,0.7,0.6897179253867152,0.3102820746132848,0.9286957803672652,0.7535471277150417,0.0646473976169799,0.0202857485388784,"At 70% coverage, the model retains the 70% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 30% for clinician review.",retained_macro_f1,0.7535471277150417,0.7336162297391499,0.7723930521335796,test,validation,0.3102820746132848
strong_signal_only,temperature_scaled,entropy_macro,0.7,0.6897179253867152,0.3102820746132848,0.9286957803672652,0.7535471277150417,0.0646473976169799,0.0202857485388784,"At 70% coverage, the model retains the 70% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 30% for clinician review.",retained_brier,0.0646473976169799,0.0593912379237595,0.0692274279165419,test,validation,0.3102820746132848
strong_signal_only,temperature_scaled,entropy_macro,0.7,0.6897179253867152,0.3102820746132848,0.9286957803672652,0.7535471277150417,0.0646473976169799,0.0202857485388784,"At 70% coverage, the model retains the 70% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 30% for clinician review.",retained_ece,0.0202857485388784,0.0216747699590892,0.030689585904892,test,validation,0.3102820746132848
strong_signal_only,temperature_scaled,entropy_macro,0.6,0.5923566878980892,0.4076433121019108,0.9331760910437228,0.7634620593733036,0.0569155587798044,0.0185917987975881,"At 60% coverage, the model retains the 60% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 40% for clinician review.",retained_macro_auroc,0.9331760910437228,,,test,validation,0.4076433121019108
strong_signal_only,temperature_scaled,entropy_macro,0.6,0.5923566878980892,0.4076433121019108,0.9331760910437228,0.7634620593733036,0.0569155587798044,0.0185917987975881,"At 60% coverage, the model retains the 60% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 40% for clinician review.",retained_macro_f1,0.7634620593733036,,,test,validation,0.4076433121019108
strong_signal_only,temperature_scaled,entropy_macro,0.6,0.5923566878980892,0.4076433121019108,0.9331760910437228,0.7634620593733036,0.0569155587798044,0.0185917987975881,"At 60% coverage, the model retains the 60% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 40% for clinician review.",retained_brier,0.0569155587798044,,,test,validation,0.4076433121019108
strong_signal_only,temperature_scaled,entropy_macro,0.6,0.5923566878980892,0.4076433121019108,0.9331760910437228,0.7634620593733036,0.0569155587798044,0.0185917987975881,"At 60% coverage, the model retains the 60% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 40% for clinician review.",retained_ece,0.0185917987975881,,,test,validation,0.4076433121019108
strong_signal_only,temperature_scaled,entropy_macro,0.5,0.4808917197452229,0.5191082802547771,0.9334982043818112,0.7711326602293113,0.0486204657969356,0.0179535079968217,"At 50% coverage, the model retains the 50% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 50% for clinician review.",retained_macro_auroc,0.9334982043818112,,,test,validation,0.5191082802547771
strong_signal_only,temperature_scaled,entropy_macro,0.5,0.4808917197452229,0.5191082802547771,0.9334982043818112,0.7711326602293113,0.0486204657969356,0.0179535079968217,"At 50% coverage, the model retains the 50% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 50% for clinician review.",retained_macro_f1,0.7711326602293113,,,test,validation,0.5191082802547771
strong_signal_only,temperature_scaled,entropy_macro,0.5,0.4808917197452229,0.5191082802547771,0.9334982043818112,0.7711326602293113,0.0486204657969356,0.0179535079968217,"At 50% coverage, the model retains the 50% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 50% for clinician review.",retained_brier,0.0486204657969356,,,test,validation,0.5191082802547771
strong_signal_only,temperature_scaled,entropy_macro,0.5,0.4808917197452229,0.5191082802547771,0.9334982043818112,0.7711326602293113,0.0486204657969356,0.0179535079968217,"At 50% coverage, the model retains the 50% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 50% for clinician review.",retained_ece,0.0179535079968217,,,test,validation,0.5191082802547771
fair_concat_mlp,temperature_scaled,entropy_macro,1.0,1.0,0.0,0.9192507455884116,0.7240411972108871,0.0863555012558513,0.0282842651803176,"At 100% coverage, the model retains the 100% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 0% for clinician review.",retained_macro_auroc,0.9192507455884116,0.9121440191249868,0.9265554810534624,test,validation,0.0
fair_concat_mlp,temperature_scaled,entropy_macro,1.0,1.0,0.0,0.9192507455884116,0.7240411972108871,0.0863555012558513,0.0282842651803176,"At 100% coverage, the model retains the 100% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 0% for clinician review.",retained_macro_f1,0.7240411972108871,0.7090429394353406,0.7396210450615389,test,validation,0.0
fair_concat_mlp,temperature_scaled,entropy_macro,1.0,1.0,0.0,0.9192507455884116,0.7240411972108871,0.0863555012558513,0.0282842651803176,"At 100% coverage, the model retains the 100% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 0% for clinician review.",retained_brier,0.0863555012558513,0.0819067290143316,0.0905170439194558,test,validation,0.0
fair_concat_mlp,temperature_scaled,entropy_macro,1.0,1.0,0.0,0.9192507455884116,0.7240411972108871,0.0863555012558513,0.0282842651803176,"At 100% coverage, the model retains the 100% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 0% for clinician review.",retained_ece,0.0282842651803176,0.0275590957427901,0.0368470796316648,test,validation,0.0
fair_concat_mlp,temperature_scaled,entropy_macro,0.9,0.9035486806187444,0.0964513193812556,0.9256704588159316,0.744448517900542,0.0781076553653734,0.0261901042477193,"At 90% coverage, the model retains the 90% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 10% for clinician review.",retained_macro_auroc,0.9256704588159316,0.9173597014728888,0.933281742347547,test,validation,0.0964513193812556
fair_concat_mlp,temperature_scaled,entropy_macro,0.9,0.9035486806187444,0.0964513193812556,0.9256704588159316,0.744448517900542,0.0781076553653734,0.0261901042477193,"At 90% coverage, the model retains the 90% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 10% for clinician review.",retained_macro_f1,0.744448517900542,0.7280261929043991,0.7599100627953285,test,validation,0.0964513193812556
fair_concat_mlp,temperature_scaled,entropy_macro,0.9,0.9035486806187444,0.0964513193812556,0.9256704588159316,0.744448517900542,0.0781076553653734,0.0261901042477193,"At 90% coverage, the model retains the 90% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 10% for clinician review.",retained_brier,0.0781076553653734,0.0736906149903314,0.0827664194584828,test,validation,0.0964513193812556
fair_concat_mlp,temperature_scaled,entropy_macro,0.9,0.9035486806187444,0.0964513193812556,0.9256704588159316,0.744448517900542,0.0781076553653734,0.0261901042477193,"At 90% coverage, the model retains the 90% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 10% for clinician review.",retained_ece,0.0261901042477193,0.0258872648348825,0.0355600417138917,test,validation,0.0964513193812556
fair_concat_mlp,temperature_scaled,entropy_macro,0.8,0.7989080982711556,0.2010919017288444,0.93153110029821,0.7574694389668032,0.0697754735248675,0.0224978123805321,"At 80% coverage, the model retains the 80% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 20% for clinician review.",retained_macro_auroc,0.93153110029821,0.9231683906989276,0.9396631699778568,test,validation,0.2010919017288444
fair_concat_mlp,temperature_scaled,entropy_macro,0.8,0.7989080982711556,0.2010919017288444,0.93153110029821,0.7574694389668032,0.0697754735248675,0.0224978123805321,"At 80% coverage, the model retains the 80% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 20% for clinician review.",retained_macro_f1,0.7574694389668032,0.7387948341469192,0.7752183553067197,test,validation,0.2010919017288444
fair_concat_mlp,temperature_scaled,entropy_macro,0.8,0.7989080982711556,0.2010919017288444,0.93153110029821,0.7574694389668032,0.0697754735248675,0.0224978123805321,"At 80% coverage, the model retains the 80% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 20% for clinician review.",retained_brier,0.0697754735248675,0.0651064109623642,0.0742490765253051,test,validation,0.2010919017288444
fair_concat_mlp,temperature_scaled,entropy_macro,0.8,0.7989080982711556,0.2010919017288444,0.93153110029821,0.7574694389668032,0.0697754735248675,0.0224978123805321,"At 80% coverage, the model retains the 80% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 20% for clinician review.",retained_ece,0.0224978123805321,0.0227010713146695,0.0324396340830915,test,validation,0.2010919017288444
fair_concat_mlp,temperature_scaled,entropy_macro,0.7,0.7033666969972703,0.2966333030027298,0.9360675725221944,0.7633344907113542,0.0633752089644917,0.021340440645114,"At 70% coverage, the model retains the 70% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 30% for clinician review.",retained_macro_auroc,0.9360675725221944,0.9261638084918088,0.945301060055552,test,validation,0.2966333030027298
fair_concat_mlp,temperature_scaled,entropy_macro,0.7,0.7033666969972703,0.2966333030027298,0.9360675725221944,0.7633344907113542,0.0633752089644917,0.021340440645114,"At 70% coverage, the model retains the 70% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 30% for clinician review.",retained_macro_f1,0.7633344907113542,0.7426039803596104,0.7816754033799639,test,validation,0.2966333030027298
fair_concat_mlp,temperature_scaled,entropy_macro,0.7,0.7033666969972703,0.2966333030027298,0.9360675725221944,0.7633344907113542,0.0633752089644917,0.021340440645114,"At 70% coverage, the model retains the 70% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 30% for clinician review.",retained_brier,0.0633752089644917,0.0582072991509143,0.0685619635953752,test,validation,0.2966333030027298
fair_concat_mlp,temperature_scaled,entropy_macro,0.7,0.7033666969972703,0.2966333030027298,0.9360675725221944,0.7633344907113542,0.0633752089644917,0.021340440645114,"At 70% coverage, the model retains the 70% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 30% for clinician review.",retained_ece,0.021340440645114,0.0216052039939349,0.0313074440208642,test,validation,0.2966333030027298
fair_concat_mlp,temperature_scaled,entropy_macro,0.6,0.5850773430391265,0.4149226569608735,0.9369187304943029,0.7682432966153497,0.0529829605960278,0.0181603045820635,"At 60% coverage, the model retains the 60% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 40% for clinician review.",retained_macro_auroc,0.9369187304943029,,,test,validation,0.4149226569608735
fair_concat_mlp,temperature_scaled,entropy_macro,0.6,0.5850773430391265,0.4149226569608735,0.9369187304943029,0.7682432966153497,0.0529829605960278,0.0181603045820635,"At 60% coverage, the model retains the 60% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 40% for clinician review.",retained_macro_f1,0.7682432966153497,,,test,validation,0.4149226569608735
fair_concat_mlp,temperature_scaled,entropy_macro,0.6,0.5850773430391265,0.4149226569608735,0.9369187304943029,0.7682432966153497,0.0529829605960278,0.0181603045820635,"At 60% coverage, the model retains the 60% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 40% for clinician review.",retained_brier,0.0529829605960278,,,test,validation,0.4149226569608735
fair_concat_mlp,temperature_scaled,entropy_macro,0.6,0.5850773430391265,0.4149226569608735,0.9369187304943029,0.7682432966153497,0.0529829605960278,0.0181603045820635,"At 60% coverage, the model retains the 60% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 40% for clinician review.",retained_ece,0.0181603045820635,,,test,validation,0.4149226569608735
fair_concat_mlp,temperature_scaled,entropy_macro,0.5,0.4899909008189262,0.5100090991810737,0.933683569490558,0.7765486800144811,0.0454089052494663,0.016653690208217,"At 50% coverage, the model retains the 50% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 50% for clinician review.",retained_macro_auroc,0.933683569490558,,,test,validation,0.5100090991810737
fair_concat_mlp,temperature_scaled,entropy_macro,0.5,0.4899909008189262,0.5100090991810737,0.933683569490558,0.7765486800144811,0.0454089052494663,0.016653690208217,"At 50% coverage, the model retains the 50% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 50% for clinician review.",retained_macro_f1,0.7765486800144811,,,test,validation,0.5100090991810737
fair_concat_mlp,temperature_scaled,entropy_macro,0.5,0.4899909008189262,0.5100090991810737,0.933683569490558,0.7765486800144811,0.0454089052494663,0.016653690208217,"At 50% coverage, the model retains the 50% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 50% for clinician review.",retained_brier,0.0454089052494663,,,test,validation,0.5100090991810737
fair_concat_mlp,temperature_scaled,entropy_macro,0.5,0.4899909008189262,0.5100090991810737,0.933683569490558,0.7765486800144811,0.0454089052494663,0.016653690208217,"At 50% coverage, the model retains the 50% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 50% for clinician review.",retained_ece,0.016653690208217,,,test,validation,0.5100090991810737
gated_fusion_mlp,temperature_scaled,entropy_macro,1.0,1.0,0.0,0.9195696937646384,0.7313783251237391,0.0844206014376443,0.0192763995788093,"At 100% coverage, the model retains the 100% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 0% for clinician review.",retained_macro_auroc,0.9195696937646384,0.9121777244635364,0.9268269127410632,test,validation,0.0
gated_fusion_mlp,temperature_scaled,entropy_macro,1.0,1.0,0.0,0.9195696937646384,0.7313783251237391,0.0844206014376443,0.0192763995788093,"At 100% coverage, the model retains the 100% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 0% for clinician review.",retained_macro_f1,0.7313783251237391,0.7140075376206007,0.746634689401249,test,validation,0.0
gated_fusion_mlp,temperature_scaled,entropy_macro,1.0,1.0,0.0,0.9195696937646384,0.7313783251237391,0.0844206014376443,0.0192763995788093,"At 100% coverage, the model retains the 100% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 0% for clinician review.",retained_brier,0.0844206014376443,0.0800325233352504,0.0886056371154538,test,validation,0.0
gated_fusion_mlp,temperature_scaled,entropy_macro,1.0,1.0,0.0,0.9195696937646384,0.7313783251237391,0.0844206014376443,0.0192763995788093,"At 100% coverage, the model retains the 100% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 0% for clinician review.",retained_ece,0.0192763995788093,0.0206383432415896,0.0289374066116903,test,validation,0.0
gated_fusion_mlp,temperature_scaled,entropy_macro,0.9,0.9008189262966332,0.0991810737033666,0.9257936777470328,0.7504490796590744,0.0757829678993318,0.0165406026840781,"At 90% coverage, the model retains the 90% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 10% for clinician review.",retained_macro_auroc,0.9257936777470328,0.9174451150767384,0.9332904081121832,test,validation,0.0991810737033666
gated_fusion_mlp,temperature_scaled,entropy_macro,0.9,0.9008189262966332,0.0991810737033666,0.9257936777470328,0.7504490796590744,0.0757829678993318,0.0165406026840781,"At 90% coverage, the model retains the 90% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 10% for clinician review.",retained_macro_f1,0.7504490796590744,0.7321020520294198,0.7669204873709528,test,validation,0.0991810737033666
gated_fusion_mlp,temperature_scaled,entropy_macro,0.9,0.9008189262966332,0.0991810737033666,0.9257936777470328,0.7504490796590744,0.0757829678993318,0.0165406026840781,"At 90% coverage, the model retains the 90% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 10% for clinician review.",retained_brier,0.0757829678993318,0.0711880551287069,0.0805965236027528,test,validation,0.0991810737033666
gated_fusion_mlp,temperature_scaled,entropy_macro,0.9,0.9008189262966332,0.0991810737033666,0.9257936777470328,0.7504490796590744,0.0757829678993318,0.0165406026840781,"At 90% coverage, the model retains the 90% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 10% for clinician review.",retained_ece,0.0165406026840781,0.0187580439923387,0.0268344939825358,test,validation,0.0991810737033666
gated_fusion_mlp,temperature_scaled,entropy_macro,0.8,0.7993630573248407,0.2006369426751592,0.9302500731581232,0.7596679384162239,0.0686779283619622,0.0160639460734564,"At 80% coverage, the model retains the 80% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 20% for clinician review.",retained_macro_auroc,0.9302500731581232,0.9217882925613786,0.9389489966477604,test,validation,0.2006369426751592
gated_fusion_mlp,temperature_scaled,entropy_macro,0.8,0.7993630573248407,0.2006369426751592,0.9302500731581232,0.7596679384162239,0.0686779283619622,0.0160639460734564,"At 80% coverage, the model retains the 80% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 20% for clinician review.",retained_macro_f1,0.7596679384162239,0.7394211536239498,0.7774711359191738,test,validation,0.2006369426751592
gated_fusion_mlp,temperature_scaled,entropy_macro,0.8,0.7993630573248407,0.2006369426751592,0.9302500731581232,0.7596679384162239,0.0686779283619622,0.0160639460734564,"At 80% coverage, the model retains the 80% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 20% for clinician review.",retained_brier,0.0686779283619622,0.063952002081049,0.0735675091760315,test,validation,0.2006369426751592
gated_fusion_mlp,temperature_scaled,entropy_macro,0.8,0.7993630573248407,0.2006369426751592,0.9302500731581232,0.7596679384162239,0.0686779283619622,0.0160639460734564,"At 80% coverage, the model retains the 80% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 20% for clinician review.",retained_ece,0.0160639460734564,0.0176654788700075,0.0263062659374998,test,validation,0.2006369426751592
gated_fusion_mlp,temperature_scaled,entropy_macro,0.7,0.6960873521383075,0.3039126478616925,0.9357660282372852,0.774960845133146,0.0600095876600621,0.0160253889117379,"At 70% coverage, the model retains the 70% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 30% for clinician review.",retained_macro_auroc,0.9357660282372852,0.9262154821835769,0.9450706197319888,test,validation,0.3039126478616925
gated_fusion_mlp,temperature_scaled,entropy_macro,0.7,0.6960873521383075,0.3039126478616925,0.9357660282372852,0.774960845133146,0.0600095876600621,0.0160253889117379,"At 70% coverage, the model retains the 70% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 30% for clinician review.",retained_macro_f1,0.774960845133146,0.7527665031036312,0.795305380493817,test,validation,0.3039126478616925
gated_fusion_mlp,temperature_scaled,entropy_macro,0.7,0.6960873521383075,0.3039126478616925,0.9357660282372852,0.774960845133146,0.0600095876600621,0.0160253889117379,"At 70% coverage, the model retains the 70% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 30% for clinician review.",retained_brier,0.0600095876600621,0.0551289867256321,0.0646867205168581,test,validation,0.3039126478616925
gated_fusion_mlp,temperature_scaled,entropy_macro,0.7,0.6960873521383075,0.3039126478616925,0.9357660282372852,0.774960845133146,0.0600095876600621,0.0160253889117379,"At 70% coverage, the model retains the 70% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 30% for clinician review.",retained_ece,0.0160253889117379,0.0177718473466112,0.0261974161278614,test,validation,0.3039126478616925
gated_fusion_mlp,temperature_scaled,entropy_macro,0.6,0.5896269335759782,0.4103730664240218,0.9369107000708468,0.7878868958873573,0.0524382933481758,0.0145509137206136,"At 60% coverage, the model retains the 60% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 40% for clinician review.",retained_macro_auroc,0.9369107000708468,,,test,validation,0.4103730664240218
gated_fusion_mlp,temperature_scaled,entropy_macro,0.6,0.5896269335759782,0.4103730664240218,0.9369107000708468,0.7878868958873573,0.0524382933481758,0.0145509137206136,"At 60% coverage, the model retains the 60% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 40% for clinician review.",retained_macro_f1,0.7878868958873573,,,test,validation,0.4103730664240218
gated_fusion_mlp,temperature_scaled,entropy_macro,0.6,0.5896269335759782,0.4103730664240218,0.9369107000708468,0.7878868958873573,0.0524382933481758,0.0145509137206136,"At 60% coverage, the model retains the 60% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 40% for clinician review.",retained_brier,0.0524382933481758,,,test,validation,0.4103730664240218
gated_fusion_mlp,temperature_scaled,entropy_macro,0.6,0.5896269335759782,0.4103730664240218,0.9369107000708468,0.7878868958873573,0.0524382933481758,0.0145509137206136,"At 60% coverage, the model retains the 60% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 40% for clinician review.",retained_ece,0.0145509137206136,,,test,validation,0.4103730664240218
gated_fusion_mlp,temperature_scaled,entropy_macro,0.5,0.4954504094631483,0.5045495905368517,0.9383614843612884,0.8027717298168247,0.0434243534701116,0.0128665167869356,"At 50% coverage, the model retains the 50% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 50% for clinician review.",retained_macro_auroc,0.9383614843612884,,,test,validation,0.5045495905368517
gated_fusion_mlp,temperature_scaled,entropy_macro,0.5,0.4954504094631483,0.5045495905368517,0.9383614843612884,0.8027717298168247,0.0434243534701116,0.0128665167869356,"At 50% coverage, the model retains the 50% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 50% for clinician review.",retained_macro_f1,0.8027717298168247,,,test,validation,0.5045495905368517
gated_fusion_mlp,temperature_scaled,entropy_macro,0.5,0.4954504094631483,0.5045495905368517,0.9383614843612884,0.8027717298168247,0.0434243534701116,0.0128665167869356,"At 50% coverage, the model retains the 50% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 50% for clinician review.",retained_brier,0.0434243534701116,,,test,validation,0.5045495905368517
gated_fusion_mlp,temperature_scaled,entropy_macro,0.5,0.4954504094631483,0.5045495905368517,0.9383614843612884,0.8027717298168247,0.0434243534701116,0.0128665167869356,"At 50% coverage, the model retains the 50% lowest-uncertainty ECGs for higher-confidence decision support and refers the remaining 50% for clinician review.",retained_ece,0.0128665167869356,,,test,validation,0.5045495905368517
